group7136-2, chromosome-01
group18427, chromosome-00
group18424, chromosome-00
group18425, chromosome-00
group18428, fragment
group18429, chromosome-01
group17117, chromosome-05
group4509, chromosome-00
group4508, chromosome-00
group20779, fragment
group20778, fragment
group4501, chromosome-00
group20774, chromosome-23
group4503, chromosome-00
group4502, chromosome-00
group4505, chromosome-00
group20770, fragment
group4507, chromosome-00
group4506, chromosome-00
group19599, plasmid-Rh01-circ
group19598, plasmid-Rh01-circ
group19591, chromosome-03
group19590, chromosome-03
group19593, chromosome-07
group19592, chromosome-05
group19595, chromosome-06
group19594, chromosome-08
group19597, plasmid-Rh01-circ
group19596, chromosome-11
group5458, plasmid-Rh02
group5459, plasmid-Rh02
group5454, plasmid-Rh02
group5455, plasmid-Rh02
group5456, plasmid-Rh02
group5457, plasmid-Rh02
group17621, fragment
group5451, plasmid-Rh02
group5452, plasmid-Rh02
group5453, plasmid-Rh02
group16572, plasmid-Rh01
group16573, chromosome-05
group16570, chromosome-00
group16571, fragment
group16576, chromosome-01
group16577, chromosome-01
group16574, chromosome-02
group16575, fragment
group16578, chromosome-01
group16579, chromosome-01
group9177, chromosome-04
group9176, chromosome-01
group9175, chromosome-01
group9174, chromosome-05
group9173, chromosome-01
group9172, chromosome-04
group9171, chromosome-03
group9170, chromosome-02
group9179, fragment
group9178, fragment
group17197, chromosome-00
group2785-8, fragment
group17195, chromosome-00
group17194, chromosome-00
group17193, chromosome-00
group17192, chromosome-00
group17191, chromosome-00
group17190, chromosome-00
group2785-3, chromosome-05
group2785-2, plasmid-Rh01
group2785-5, chromosome-08
group2785-4, fragment
group17199, chromosome-00
group2785-6, chromosome-00
group20199, chromosome-01
group20198, chromosome-09
group178, chromosome-01
group20191, plasmid-Rh03-circular
group20190, fragment
group20193, fragment
group20192, fragment
group20195, fragment
group20194, fragment
group20197, fragment
group20196, fragment
group3889, fragment
group3888, fragment
group9289, fragment
group9288, plasmid-Rh02
group3881, fragment
group3880, fragment
group3883, fragment
group9286, chromosome-01
group3885, fragment
group3884, fragment
group3887, fragment
group3886, fragment
group6107, fragment
group6106, fragment
group6105, fragment
group6104, fragment
group6103, fragment
group6102, fragment
group6101, fragment
group6100, fragment
group6109, fragment
group6108, fragment
group9829, plasmid-Rh04
group9828, chromosome-01
group9821, chromosome-00
group9820, fragment
group9823, fragment
group9822, fragment
group9825, fragment
group9824, fragment
group9827, fragment
group9826, fragment
group11928, fragment
group11929, fragment
group11920, fragment
group11921, fragment
group11922, chromosome-01
group11923, fragment
group11924, fragment
group11925, fragment
group11926, fragment
group11927, fragment
group379, chromosome-01
group378, chromosome-01
group375, chromosome-01
group374, chromosome-01
group377, chromosome-01
group376, chromosome-01
group371, chromosome-01
group370, chromosome-01
group373, chromosome-01
group372, chromosome-01
group171, chromosome-01
group12477, fragment
group12476, plasmid-Rh02-circ
group12475, plasmid-Rh02-circ
group12474, plasmid-Rh02
group12473, chromosome-00
group12472, chromosome-03
group12471, chromosome-01
group12470, chromosome-01
group12479, chromosome-02
group12478, chromosome-01
group170, chromosome-01
group7768, fragment
group7769, fragment
group7764, fragment
group7765, fragment
group7766, plasmid-Rh01
group7767, fragment
group7760, plasmid-Rh13
group7761, plasmid-Rh03
group7762, plasmid-Rh03
group7763, fragment
group11271-2, fragment
group6920-2, fragment
group15124, plasmid-Rh02-circ
group15125, fragment
group15126, chromosome-01
group15127, chromosome-00
group15120, plasmid-Rh02
group15121, fragment
group15122, chromosome-26
group15123, chromosome-05
group15128, fragment
group15129, chromosome-00
group3899-2, fragment
group3899-3, fragment
group8552, plasmid-Rh02
group11036, fragment
group5705, plasmid-Rh02
group8550, plasmid-Rh02
group8551, plasmid-Rh02
group8556, fragment
group8557, fragment
group8554, plasmid-Rh02
group8555, plasmid-Rh02
group3906-2, fragment
group11031, fragment
group7800-2, fragment
group8703-2, fragment
group13469, plasmid-Rh01
group13468, plasmid-Rh01
group13467, plasmid-Rh01
group13466, plasmid-Rh01
group13465, plasmid-Rh01
group13464, plasmid-Rh01
group13463, plasmid-Rh01
group13462, fragment
group13461, plasmid-Rh01
group13460, plasmid-Rh01
group6768-2, fragment
group12738, fragment
group12739, fragment
group12734, fragment
group12735, plasmid-Rh04
group12736, fragment
group12737, fragment
group12730, fragment
group12731, fragment
group12732, fragment
group12733, plasmid-Rh03
group14408, chromosome-11
group14409, fragment
group11438, plasmid-Rh05
group11439, plasmid-Rh05
group11432, fragment
group5618, plasmid-Rh02
group5619, plasmid-Rh02
group5616, plasmid-Rh02
group5617, plasmid-Rh02
group5614, plasmid-Rh02
group5615, plasmid-Rh02
group5612, plasmid-Rh02
group5613, plasmid-Rh02
group5610, plasmid-Rh02
group5611, plasmid-Rh02
group14403, fragment
group2048, chromosome-01
group2049, chromosome-01
group3903-2, fragment
group2047, chromosome-01
group2044, chromosome-01
group2045, chromosome-01
group2042, chromosome-01
group2043, chromosome-01
group2040, chromosome-01
group2041, chromosome-01
group11434, plasmid-Rh02
group11435, plasmid-Rh02
group8192, chromosome-01
group8193, chromosome-10
group8190, fragment
group8191, chromosome-01
group8196, chromosome-05
group8197, plasmid-Rh02
group8194, chromosome-03
group8195, chromosome-01
group8198, chromosome-06
group8199, chromosome-00
group19920, fragment
group19921, fragment
group19922, fragment
group3312, chromosome-00
group19924, fragment
group19925, fragment
group19926, fragment
group19927, fragment
group19928, fragment
group19929, fragment
group6371-2, fragment
group6434-3, fragment
group7568, chromosome-00
group7569, chromosome-00
group7566, chromosome-00
group7567, chromosome-00
group7564, chromosome-01
group7565, chromosome-00
group7562, chromosome-01
group7563, chromosome-00
group7560, chromosome-02
group7561, chromosome-03
group1924, chromosome-01
group1925, chromosome-01
group1926, chromosome-01
group1927, chromosome-01
group1920, chromosome-01
group1921, chromosome-01
group1922, chromosome-01
group1923, chromosome-01
group1928, chromosome-01
group1929, chromosome-01
group4206, chromosome-00
group4207, chromosome-00
group4204, chromosome-00
group4205, chromosome-00
group4202, chromosome-00
group4203, chromosome-00
group4200, chromosome-00
group4201, chromosome-00
group4208, chromosome-00
group4209, chromosome-00
group1270, chromosome-01
group1271, chromosome-01
group1272, chromosome-01
group1273, chromosome-01
group1274, chromosome-01
group1275, chromosome-01
group1276, chromosome-01
group5794, plasmid-Rh03
group5559, plasmid-Rh02
group5558, chromosome-00
group5551, plasmid-Rh02
group5550, plasmid-Rh02
group5553, plasmid-Rh02
group5552, plasmid-Rh02
group5555, plasmid-Rh02
group5554, plasmid-Rh02
group5557, plasmid-Rh02
group5556, chromosome-04
group1076, chromosome-01
group1077, chromosome-01
group1074, chromosome-01
group1075, chromosome-01
group1072, chromosome-01
group558, chromosome-01
group1070, chromosome-01
group1071, chromosome-01
group555, chromosome-01
group554, chromosome-01
group557, chromosome-01
group556, chromosome-01
group551, chromosome-01
group550, chromosome-01
group1078, chromosome-01
group1079, chromosome-01
group14549, chromosome-01
group14548, chromosome-04
group11719, plasmid-Rh05
group11718, plasmid-Rh05
group11717, plasmid-Rh05
group11716, plasmid-Rh05
group14547, chromosome-01
group11714, plasmid-Rh05
group14541, chromosome-01
group11712, plasmid-Rh05
group11711, plasmid-Rh05
group11710, plasmid-Rh05
group17012, chromosome-00
group17013, chromosome-03
group17010, fragment
group17011, chromosome-00
group10048, chromosome-01
group10049, chromosome-01
group17014, fragment
group17015, chromosome-03
group10044, fragment
group10045, fragment
group17018, chromosome-03
group10047, chromosome-01
group10040, fragment
group10041, fragment
group10042, fragment
group10043, fragment
group18673, chromosome-06
group18672, chromosome-06
group18671, chromosome-06
group18670, chromosome-05
group18677, plasmid-Rh01-circ
group18676, chromosome-00
group18675, chromosome-06
group18674, chromosome-06
group18679, plasmid-Rh05
group18678, plasmid-Rh05
group16947, fragment
group16946, fragment
group16945, fragment
group16944, fragment
group16943, fragment
group16942, fragment
group16941, fragment
group16940, fragment
group16949, fragment
group16948, fragment
group2529, chromosome-00
group2528, chromosome-00
group2521, chromosome-00
group2520, chromosome-00
group2523, chromosome-00
group2522, chromosome-00
group2525, chromosome-00
group2524, chromosome-00
group2527, chromosome-00
group2526, chromosome-00
group17178, chromosome-12
group9326, fragment
group9327, fragment
group9324, fragment
group9325, plasmid-Rh02
group9322, plasmid-Rh02
group9323, plasmid-Rh02
group9320, plasmid-Rh02-circ
group9321, plasmid-Rh02
group9328, fragment
group9329, fragment
group6316, fragment
group6317, fragment
group6314, fragment
group6315, fragment
group6312, fragment
group6313, fragment
group6310, fragment
group6311, fragment
group6318, fragment
group6319, fragment
group16055, chromosome-11
group16054, chromosome-11
group16057, chromosome-09
group16056, chromosome-11
group16051, chromosome-11
group16050, chromosome-11
group16053, chromosome-11
group16052, chromosome-11
group16059, chromosome-11
group16058, chromosome-11
group13669, chromosome-02
group13668, chromosome-02
group13665, chromosome-02
group13664, chromosome-02
group13667, chromosome-02
group13666, chromosome-02
group13661, chromosome-02
group13660, chromosome-02
group13663, chromosome-02
group13662, fragment
group5783-2, fragment
group15627, fragment
group326, chromosome-01
group15625, plasmid-Rh08
group15624, chromosome-25
group15623, chromosome-13
group15622, plasmid-Rh02
group15621, chromosome-04
group15620, plasmid-Rh07
group324, chromosome-01
group15629, fragment
group15628, fragment
group325, chromosome-01
group322, chromosome-01
group323, chromosome-01
group238, chromosome-01
group239, chromosome-01
group320, chromosome-01
group230, chromosome-01
group231, chromosome-01
group232, chromosome-01
group233, chromosome-01
group234, chromosome-01
group235, chromosome-01
group236, chromosome-01
group237, chromosome-01
group7049, chromosome-01
group7048, chromosome-01
group7041, chromosome-01
group7040, chromosome-01
group7043, chromosome-01
group7042, chromosome-01
group7045, chromosome-01
group7044, chromosome-01
group7047, chromosome-01
group7046, chromosome-01
group12532, fragment
group12533, fragment
group12530, fragment
group12531, fragment
group12536, chromosome-03
group12537, plasmid-Rh05
group12534, chromosome-01
group12535, chromosome-01
group12538, chromosome-05
group12539, chromosome-04
group15083, fragment
group15082, fragment
group15081, chromosome-00
group15080, chromosome-06
group15087, chromosome-05
group15086, chromosome-00
group15085, chromosome-00
group15084, chromosome-00
group15089, chromosome-24
group15088, chromosome-06
group14974, fragment
group14975, fragment
group14976, fragment
group14977, fragment
group14970, fragment
group14971, fragment
group14972, fragment
group14973, plasmid-Rh03
group14978, fragment
group14979, fragment
group14028, chromosome-00
group14029, plasmid-Rh06
group14022, fragment
group14023, fragment
group14020, chromosome-05
group14021, fragment
group14026, fragment
group14027, fragment
group14024, fragment
group14025, fragment
group10674-2, fragment
group6078, plasmid-Rh02
group13348, chromosome-01
group13349, chromosome-05
group13342, chromosome-00
group13343, fragment
group13340, chromosome-12
group13341, chromosome-04
group13346, fragment
group13347, chromosome-01
group13344, fragment
group13345, fragment
group19700, chromosome-08
group19701, chromosome-08
group19702, chromosome-08
group19703, chromosome-08
group19704, chromosome-08
group19705, chromosome-08
group19706, chromosome-08
group19707, chromosome-08
group19708, chromosome-00
group19709, chromosome-00
group6769-2, fragment
group4048, chromosome-00
group4049, chromosome-00
group4040, chromosome-00
group4041, chromosome-00
group4042, chromosome-00
group4043, chromosome-00
group4044, chromosome-00
group4045, chromosome-00
group4046, chromosome-00
group4047, chromosome-00
group1278, chromosome-01
group1279, chromosome-01
group5799, fragment
group5798, fragment
group5793, fragment
group5792, fragment
group5791, fragment
group5790, fragment
group5797, fragment
group5796, fragment
group5795, fragment
group1277, chromosome-01
group8019, fragment
group8018, fragment
group8017, fragment
group8016, fragment
group8015, fragment
group8014, fragment
group8013, chromosome-19
group8012, fragment
group8011, fragment
group8010, plasmid-Rh07
group18071, chromosome-00
group18070, plasmid-Rh12
group18073, fragment
group18072, plasmid-Rh05
group18075, fragment
group18074, fragment
group18077, chromosome-18
group18076, chromosome-18
group18079, chromosome-01
group18078, chromosome-02
group10757, chromosome-01
group5778-3, fragment
group20300, fragment
group20301, fragment
group20302, fragment
group20303, fragment
group20304, fragment
group20305, fragment
group20306, fragment
group20307, fragment
group20308, fragment
group20309, fragment
group9280-2, chromosome-04
group9280-3, plasmid-Rh02
group19889, fragment
group9659, fragment
group19887, fragment
group9657, plasmid-Rh03
group9654, chromosome-00
group19884, fragment
group9652, plasmid-Rh01-circ
group9653, chromosome-00
group19881, fragment
group9651, chromosome-04
group6071-2, plasmid-Rh04
group20876, plasmid-Rh12
group20877, plasmid-Rh12
group20874, plasmid-Rh12
group20875, fragment
group20872, plasmid-Rh12
group20873, plasmid-Rh12
group20870, plasmid-Rh12
